totalempreendimentos;DscClasseConsumo;MdaPotenciaInstaladaKW;SigUF
1;Comercial;27,90;MG
1;Comercial;27,90;MT
1;Comercial;27,90;PE
1;Comercial;27,90;RN
4;Comercial;27,90;RS
2;Comercial;27,90;SC
4;Comercial;27,90;SP
1;Comercial;27,93;BA
1;Comercial;27,93;GO
1;Comercial;27,93;PE
1;Comercial;27,94;PE
1;Comercial;27,94;RS
1;Comercial;27,94;SP
1;Comercial;27,95;AL
2;Comercial;27,95;MT
1;Comercial;27,95;PA
1;Comercial;27,95;PE
1;Comercial;27,95;RS
1;Comercial;27,95;SP
5;Comercial;,28;MG
3;Comercial;2,80;BA
1;Comercial;2,80;ES
2;Comercial;2,80;GO
5;Comercial;2,80;MG
1;Comercial;2,80;MT
1;Comercial;2,80;PB
5;Comercial;2,80;PR
1;Comercial;2,80;RJ
3;Comercial;2,80;RN
5;Comercial;2,80;RS
14;Comercial;2,80;SP
1;Comercial;28,00;AC
3;Comercial;28,00;AL
5;Comercial;28,00;AM
17;Comercial;28,00;BA
3;Comercial;28,00;CE
2;Comercial;28,00;DF
2;Comercial;28,00;ES
13;Comercial;28,00;GO
3;Comercial;28,00;MA
33;Comercial;28,00;MG
11;Comercial;28,00;MS
18;Comercial;28,00;MT
10;Comercial;28,00;PA
2;Comercial;28,00;PB
3;Comercial;28,00;PE
4;Comercial;28,00;PI
12;Comercial;28,00;PR
13;Comercial;28,00;RJ
1;Comercial;28,00;RN
4;Comercial;28,00;RO
1;Comercial;28,00;RR
7;Comercial;28,00;RS
5;Comercial;28,00;SC
7;Comercial;28,00;SE
51;Comercial;28,00;SP
1;Comercial;280,00;AC
2;Comercial;280,00;CE
2;Comercial;280,00;DF
3;Comercial;280,00;MG
1;Comercial;280,00;MS
3;Comercial;280,00;PR
1;Comercial;280,00;SC
1;Comercial;280,20;RS
1;Comercial;28,03;AP
1;Comercial;28,03;RJ
1;Comercial;28,03;RS
1;Comercial;28,04;MT
2;Comercial;28,05;BA
1;Comercial;28,05;DF
1;Comercial;28,05;MG
2;Comercial;28,05;MT
1;Comercial;28,05;PB
1;Comercial;28,05;PE
2;Comercial;28,05;PR
1;Comercial;28,05;RN
5;Comercial;28,05;RS
1;Comercial;28,05;SC
1;Comercial;28,05;SP
1;Comercial;28,08;AL
1;Comercial;28,08;AM
1;Comercial;28,08;BA
1;Comercial;28,08;GO
2;Comercial;28,08;MG
1;Comercial;28,08;MS
1;Comercial;28,08;PB
2;Comercial;28,08;PE
1;Comercial;28,08;RN
2;Comercial;28,08;RS
1;Comercial;28,09;ES
1;Comercial;28,09;MG
1;Comercial;28,09;MS
2;Comercial;28,10;PR
1;Comercial;281,00;SP
1;Comercial;28,12;RS
1;Comercial;28,12;SC
1;Comercial;28,14;AM
1;Comercial;28,14;ES
1;Comercial;28,14;GO
1;Comercial;28,14;MA
1;Comercial;28,14;MG
1;Comercial;28,14;MT
1;Comercial;28,14;PA
1;Comercial;28,14;PE
1;Comercial;28,14;PR
1;Comercial;28,14;RN
2;Comercial;28,14;RS
5;Comercial;28,14;SP
1;Comercial;28,15;PR
1;Comercial;28,16;RS
1;Comercial;28,16;TO
1;Comercial;28,18;RO
1;Comercial;2,82;BA
4;Comercial;2,82;MG
1;Comercial;2,82;MS
1;Comercial;2,82;RN
1;Comercial;2,82;RS
2;Comercial;2,82;SP
1;Comercial;28,20;BA
1;Comercial;28,20;DF
1;Comercial;28,20;ES
1;Comercial;28,20;GO
4;Comercial;28,20;MG
1;Comercial;28,20;MS
1;Comercial;28,20;MT
1;Comercial;28,20;PR
1;Comercial;28,20;RJ
1;Comercial;28,20;RN
3;Comercial;28,20;RS
1;Comercial;28,20;SC
1;Comercial;28,20;SE
3;Comercial;28,20;SP
1;Comercial;28,21;RS
3;Comercial;28,22;MT
1;Comercial;28,22;PA
1;Comercial;28,22;SC
1;Comercial;28,22;SE
1;Comercial;28,26;PB
1;Comercial;28,28;BA
1;Comercial;28,28;GO
2;Comercial;28,29;BA
1;Comercial;28,29;DF
1;Comercial;28,29;MG
1;Comercial;28,29;MT
1;Comercial;28,29;PB
1;Comercial;28,29;RS
1;Comercial;28,29;SC
1;Comercial;2,83;BA
3;Comercial;2,83;GO
1;Comercial;2,83;MT
1;Comercial;2,83;PB
1;Comercial;2,83;PE
4;Comercial;2,83;SP
1;Comercial;28,30;AL
1;Comercial;28,30;AP
1;Comercial;28,30;BA
1;Comercial;28,30;GO
1;Comercial;28,30;MG
1;Comercial;28,30;PB
1;Comercial;28,30;PI
1;Comercial;28,30;PR
1;Comercial;28,30;RJ
2;Comercial;28,30;RS
2;Comercial;28,30;SC
1;Comercial;28,30;SP
1;Comercial;28,31;MS
1;Comercial;28,31;RN
1;Comercial;28,32;AL
1;Comercial;28,32;BA
1;Comercial;28,32;CE
1;Comercial;28,32;SP
2;Comercial;28,34;BA
1;Comercial;28,34;ES
2;Comercial;28,34;PE
2;Comercial;28,34;PR
1;Comercial;28,34;RN
3;Comercial;28,34;RS
2;Comercial;28,34;SC
1;Comercial;28,34;TO
3;Comercial;28,35;BA
1;Comercial;28,35;GO
1;Comercial;28,35;MA
2;Comercial;28,35;MG
1;Comercial;28,35;PR
1;Comercial;28,35;RN
3;Comercial;28,35;RS
2;Comercial;28,35;SP
1;Comercial;28,36;BA
1;Comercial;28,36;RN
1;Comercial;28,36;RS
1;Comercial;28,36;SC
1;Comercial;28,37;SP
1;Comercial;28,38;BA
1;Comercial;28,38;ES
2;Comercial;28,38;MG
1;Comercial;28,38;PE
1;Comercial;28,38;RS
2;Comercial;28,38;SC
1;Comercial;28,38;SE
2;Comercial;2,84;BA
2;Comercial;2,84;MG
1;Comercial;2,84;MT
3;Comercial;2,84;PR
3;Comercial;2,84;SP
1;Comercial;2,84;TO
1;Comercial;28,40;DF
2;Comercial;28,40;MG
1;Comercial;28,40;RS
2;Comercial;28,40;SE
1;Comercial;28,44;BA
1;Comercial;28,44;MG
1;Comercial;28,47;RJ
1;Comercial;28,48;BA
1;Comercial;28,48;ES
1;Comercial;28,48;GO
2;Comercial;28,48;MG
1;Comercial;28,48;PE
1;Comercial;28,48;PR
5;Comercial;28,48;RS
2;Comercial;28,48;SP
2;Comercial;28,49;SP
1;Comercial;284,90;PB
1;Comercial;2,85;ES
1;Comercial;2,85;PA
2;Comercial;2,85;SP
1;Comercial;28,50;AM
2;Comercial;28,50;BA
1;Comercial;28,50;ES
5;Comercial;28,50;GO
1;Comercial;28,50;MA
7;Comercial;28,50;MG
2;Comercial;28,50;MS
1;Comercial;28,50;MT
2;Comercial;28,50;PA
1;Comercial;28,50;PB
1;Comercial;28,50;PE
1;Comercial;28,50;PR
1;Comercial;28,50;SE
10;Comercial;28,50;SP
1;Comercial;285,00;MT
1;Comercial;285,00;SC
1;Comercial;2850,40;RS
9;Comercial;285,12;PE
1;Comercial;2851,20;DF
1;Comercial;28,52;AL
1;Comercial;28,52;MA
1;Comercial;28,52;PB
1;Comercial;28,52;SP
1;Comercial;28,56;ES
2;Comercial;28,56;GO
1;Comercial;28,56;MA
2;Comercial;28,56;MG
1;Comercial;28,56;MT
3;Comercial;28,56;PB
1;Comercial;28,56;PE
1;Comercial;28,56;PI
1;Comercial;28,56;PR
2;Comercial;28,56;RN
5;Comercial;28,56;RS
3;Comercial;28,56;SP
1;Comercial;285,90;MG
1;Comercial;28,60;AC
4;Comercial;28,60;BA
1;Comercial;28,60;CE
1;Comercial;28,60;MA
1;Comercial;28,60;MG
2;Comercial;28,60;MS
2;Comercial;28,60;MT
3;Comercial;28,60;PA
2;Comercial;28,60;PE
4;Comercial;28,60;PR
2;Comercial;28,60;RJ
1;Comercial;28,60;RN
1;Comercial;28,60;RO
1;Comercial;28,60;RR
5;Comercial;28,60;RS
2;Comercial;28,60;SE
6;Comercial;28,60;SP
1;Comercial;28,62;BA
1;Comercial;28,62;MG
1;Comercial;28,62;PA
1;Comercial;28,62;PB
1;Comercial;28,62;PR
1;Comercial;28,62;RN
1;Comercial;28,62;RS
1;Comercial;28,62;SP
1;Comercial;28,64;GO
1;Comercial;28,64;PE
1;Comercial;28,64;RS
2;Comercial;2,87;BA
2;Comercial;2,87;MG
1;Comercial;2,87;PR
1;Comercial;2,87;RJ
1;Comercial;2,87;RN
2;Comercial;2,87;RS
1;Comercial;2,87;SP
1;Comercial;28,70;BA
1;Comercial;28,70;DF
1;Comercial;28,70;PB
1;Comercial;28,70;PE
2;Comercial;28,70;PR
1;Comercial;28,70;RJ
2;Comercial;28,70;RS
1;Comercial;28,70;SC
1;Comercial;28,71;AM
2;Comercial;28,71;PE
1;Comercial;28,71;SC
1;Comercial;28,76;BA
1;Comercial;28,76;MT
1;Comercial;28,76;RS
1;Comercial;28,79;RS
1;Comercial;2,88;BA
2;Comercial;2,88;CE
5;Comercial;2,88;MG
1;Comercial;2,88;PB
1;Comercial;2,88;PE
2;Comercial;2,88;PR
2;Comercial;2,88;RJ
3;Comercial;2,88;RS
1;Comercial;2,88;SC
7;Comercial;2,88;SP
1;Comercial;28,80;AC
9;Comercial;28,80;BA
5;Comercial;28,80;CE
3;Comercial;28,80;DF
1;Comercial;28,80;ES
3;Comercial;28,80;GO
1;Comercial;28,80;MA
7;Comercial;28,80;MG
4;Comercial;28,80;MS
2;Comercial;28,80;MT
3;Comercial;28,80;PA
3;Comercial;28,80;PB
4;Comercial;28,80;PE
7;Comercial;28,80;PI
6;Comercial;28,80;PR
6;Comercial;28,80;RJ
5;Comercial;28,80;RN
1;Comercial;28,80;RO
9;Comercial;28,80;RS
1;Comercial;28,80;SC
3;Comercial;28,80;SE
8;Comercial;28,80;SP
1;Comercial;28,80;TO
1;Comercial;288,00;RO
1;Comercial;28,81;PA
1;Comercial;28,81;PR
1;Comercial;28,81;SP
1;Comercial;28,83;BA
1;Comercial;28,83;RS
1;Comercial;28,85;RJ
2;Comercial;28,86;BA
1;Comercial;28,86;ES
1;Comercial;28,86;MG
1;Comercial;28,86;MT
1;Comercial;28,86;PB
3;Comercial;28,86;RS
2;Comercial;28,86;SP
1;Comercial;28,88;MG
1;Comercial;28,89;BA
1;Comercial;28,89;GO
1;Comercial;28,89;MG
1;Comercial;28,89;MS
2;Comercial;28,89;RN
1;Comercial;28,89;RS
1;Comercial;28,89;SP
1;Comercial;2,89;MG
1;Comercial;2,89;MS
1;Comercial;28,90;BA
1;Comercial;28,90;CE
1;Comercial;28,90;MA
1;Comercial;28,90;MG
1;Comercial;28,90;MT
1;Comercial;28,90;PA
2;Comercial;28,90;PB
1;Comercial;28,90;PE
4;Comercial;28,90;RS
1;Comercial;28,90;SC
1;Comercial;28,90;SP
1;Comercial;289,00;SC
1;Comercial;28,91;RN
1;Comercial;28,92;PB
1;Comercial;28,93;RJ
1;Comercial;28,98;DF
1;Comercial;28,98;GO
2;Comercial;28,98;MS
1;Comercial;28,98;MT
1;Comercial;28,98;PB
1;Comercial;28,98;RJ
1;Comercial;28,98;RS
1;Comercial;28,98;SC
3;Comercial;28,98;SP
1;Comercial;,29;BA
2;Comercial;,29;MG
2;Comercial;2,90;BA
6;Comercial;2,90;MG
1;Comercial;2,90;MS
1;Comercial;2,90;PE
1;Comercial;2,90;PR
1;Comercial;2,90;RJ
1;Comercial;2,90;SE
3;Comercial;2,90;SP
7;Comercial;29,00;BA
1;Comercial;29,00;CE
1;Comercial;29,00;DF
2;Comercial;29,00;GO
1;Comercial;29,00;MA
15;Comercial;29,00;MG
2;Comercial;29,00;MS
3;Comercial;29,00;MT
1;Comercial;29,00;PA
2;Comercial;29,00;PB
3;Comercial;29,00;PE
1;Comercial;29,00;PR
3;Comercial;29,00;RJ
7;Comercial;29,00;RS
5;Comercial;29,00;SC
13;Comercial;29,00;SP
1;Comercial;290,00;DF
1;Comercial;290,00;GO
1;Comercial;290,00;MT
2;Comercial;290,00;PR
1;Comercial;290,00;SP
1;Comercial;29,01;CE
1;Comercial;29,04;BA
1;Comercial;29,04;CE
1;Comercial;29,04;GO
1;Comercial;29,04;MG
2;Comercial;29,04;MT
2;Comercial;29,04;PB
2;Comercial;29,04;PE
1;Comercial;29,04;RJ
2;Comercial;29,04;RN
4;Comercial;29,04;RS
2;Comercial;29,04;SC
3;Comercial;29,04;SP
1;Comercial;29,05;GO
1;Comercial;29,06;PA
1;Comercial;29,07;GO
1;Comercial;29,07;MA
1;Comercial;29,07;MG
1;Comercial;29,07;RN
1;Comercial;29,09;BA
1;Comercial;2,91;BA
1;Comercial;2,91;PE
1;Comercial;2,91;TO
1;Comercial;29,10;CE
1;Comercial;29,10;MG
1;Comercial;29,10;MS
1;Comercial;29,10;PB
1;Comercial;29,10;RN
1;Comercial;291,00;SP
1;Comercial;29,12;BA
1;Comercial;29,12;MS
1;Comercial;29,12;MT
1;Comercial;29,12;RJ
1;Comercial;29,14;BA
1;Comercial;29,14;SE
1;Comercial;29,15;ES
2;Comercial;29,15;GO
1;Comercial;29,15;MG
2;Comercial;29,15;MS
1;Comercial;29,15;MT
1;Comercial;29,15;PI
1;Comercial;29,15;PR
1;Comercial;29,15;RJ
1;Comercial;29,15;RS
2;Comercial;29,15;SP
6;Comercial;29,16;BA
1;Comercial;29,16;DF
1;Comercial;29,16;MA
3;Comercial;29,16;MG
5;Comercial;29,16;MT
2;Comercial;29,16;PB
1;Comercial;29,16;RJ
2;Comercial;29,16;RN
1;Comercial;29,16;RO
9;Comercial;29,16;RS
1;Comercial;29,16;SC
2;Comercial;29,16;SP
1;Comercial;29,19;MA
1;Comercial;2,92;BA
1;Comercial;2,92;GO
3;Comercial;2,92;MG
1;Comercial;2,92;PA
1;Comercial;2,92;PB
3;Comercial;2,92;PE
1;Comercial;2,92;RN
1;Comercial;2,92;RS
2;Comercial;2,92;SP
1;Comercial;29,20;BA
3;Comercial;29,20;MG
2;Comercial;29,20;PR
1;Comercial;29,20;RJ
5;Comercial;29,20;RN
1;Comercial;29,20;RS
1;Comercial;29,20;SP
1;Comercial;29,22;RS
2;Comercial;29,24;MG
1;Comercial;29,24;MS
1;Comercial;29,24;PA
1;Comercial;29,24;RJ
1;Comercial;29,24;RN
1;Comercial;29,24;RS
1;Comercial;29,24;SC
1;Comercial;29,24;SP
1;Comercial;29,25;MS
1;Comercial;29,25;PA
1;Comercial;29,25;PB
2;Comercial;29,25;PE
1;Comercial;29,25;PI
2;Comercial;29,25;PR
2;Comercial;29,25;RS
3;Comercial;29,25;SP
1;Comercial;29,26;AC
1;Comercial;29,26;RJ
2;Comercial;29,26;RN
1;Comercial;29,29;MS
2;Comercial;29,29;RS
1;Comercial;2,93;PE
1;Comercial;29,32;MG
1;Comercial;29,33;AC
1;Comercial;29,33;RS
3;Comercial;29,37;BA
2;Comercial;29,37;GO
2;Comercial;29,37;MG
3;Comercial;29,37;PB
3;Comercial;29,37;RN
4;Comercial;29,37;RS
2;Comercial;29,37;SC
3;Comercial;29,37;SP
1;Comercial;293,76;MT
1;Comercial;2,94;BA
1;Comercial;2,94;MG
1;Comercial;2,94;PE
1;Comercial;2,94;RO
3;Comercial;2,94;RS
2;Comercial;29,40;CE
2;Comercial;29,40;ES
1;Comercial;29,40;MG
1;Comercial;29,40;MS
1;Comercial;29,40;PE
1;Comercial;29,40;PR
1;Comercial;29,40;RJ
1;Comercial;29,40;RN
1;Comercial;29,42;BA
1;Comercial;29,42;PA
2;Comercial;29,43;BA
1;Comercial;29,43;CE
1;Comercial;29,43;DF
1;Comercial;29,43;GO
1;Comercial;29,43;MA
1;Comercial;29,43;MG
1;Comercial;29,43;MT
2;Comercial;29,43;PA
1;Comercial;29,43;PB
4;Comercial;29,43;PE
5;Comercial;29,43;PR
1;Comercial;29,43;RJ
3;Comercial;29,43;RN
5;Comercial;29,43;RS
4;Comercial;29,43;SP
1;Comercial;29,44;BA
1;Comercial;29,44;MS
3;Comercial;29,44;PB
2;Comercial;29,44;PR
2;Comercial;29,44;SP
1;Comercial;29,44;TO
1;Comercial;29,45;MT
1;Comercial;29,46;SP
1;Comercial;29,48;CE
1;Comercial;29,48;GO
3;Comercial;29,48;MG
1;Comercial;29,48;MT
1;Comercial;29,48;PI
2;Comercial;29,48;RJ
2;Comercial;29,48;RS
3;Comercial;29,48;SC
1;Comercial;29,48;SP
2;Comercial;2,95;CE
1;Comercial;2,95;GO
1;Comercial;2,95;RS
2;Comercial;29,50;MG
1;Comercial;29,50;MS
1;Comercial;29,50;MT
1;Comercial;29,50;PA
3;Comercial;29,50;PB
1;Comercial;29,50;PR
2;Comercial;29,50;RJ
2;Comercial;29,50;RN
1;Comercial;29,50;SP
1;Comercial;295,00;AL
1;Comercial;295,00;CE
1;Comercial;295,00;DF
3;Comercial;295,00;MS
1;Comercial;295,00;MT
1;Comercial;295,00;PE
3;Comercial;295,00;PR
1;Comercial;29,52;BA
1;Comercial;29,52;MA
1;Comercial;29,52;PB
1;Comercial;29,52;PR
1;Comercial;29,52;RN
1;Comercial;29,52;RS
1;Comercial;29,52;SP
1;Comercial;29,52;TO
2;Comercial;29,57;BA
1;Comercial;29,57;MT
2;Comercial;29,57;RS
1;Comercial;29,57;SP
1;Comercial;29,58;AL
3;Comercial;29,58;BA
1;Comercial;29,58;GO
1;Comercial;29,58;MA
1;Comercial;29,58;MG
2;Comercial;29,58;PA
3;Comercial;29,58;PB
1;Comercial;29,58;PE
2;Comercial;29,58;PI
1;Comercial;29,58;PR
1;Comercial;29,58;RO
3;Comercial;29,58;RS
1;Comercial;29,58;SC
3;Comercial;29,58;SP
1;Comercial;29,58;TO
1;Comercial;2,96;MG
1;Comercial;2,96;PB
2;Comercial;2,96;PR
2;Comercial;2,96;RS
1;Comercial;2,96;SP
1;Comercial;29,60;GO
1;Comercial;29,60;MG
2;Comercial;29,60;MS
1;Comercial;29,60;MT
3;Comercial;29,60;PB
1;Comercial;29,60;PR
2;Comercial;29,60;RN
2;Comercial;29,60;RO
1;Comercial;29,60;RR
2;Comercial;29,60;RS
2;Comercial;29,60;SC
1;Comercial;29,60;SP
1;Comercial;296,00;SP
1;Comercial;29,61;BA
1;Comercial;29,62;PB
1;Comercial;29,63;RN
2;Comercial;29,64;RN
1;Comercial;29,64;RS
1;Comercial;29,64;SP
1;Comercial;29,65;MS
1;Comercial;29,67;BA
2;Comercial;29,67;MT
1;Comercial;29,67;PR
2;Comercial;29,67;RJ
2;Comercial;29,67;RS
3;Comercial;29,67;SP
1;Comercial;29,67;TO
1;Comercial;29,68;AC
1;Comercial;29,68;BA
1;Comercial;29,68;GO
2;Comercial;29,68;PB
1;Comercial;29,68;RJ
3;Comercial;29,68;RN
1;Comercial;29,68;RS
4;Comercial;29,68;SP
4;Comercial;2,97;BA
2;Comercial;2,97;CE
1;Comercial;2,97;DF
2;Comercial;2,97;ES
3;Comercial;2,97;GO
1;Comercial;2,97;MA
7;Comercial;2,97;MG
7;Comercial;2,97;MS
1;Comercial;2,97;PA
3;Comercial;2,97;PB
2;Comercial;2,97;PE
2;Comercial;2,97;PR
1;Comercial;2,97;RJ
1;Comercial;2,97;RN
5;Comercial;2,97;RS
5;Comercial;2,97;SP
2;Comercial;29,70;AM
11;Comercial;29,70;BA
1;Comercial;29,70;DF
5;Comercial;29,70;ES
5;Comercial;29,70;GO
2;Comercial;29,70;MA
10;Comercial;29,70;MG
4;Comercial;29,70;MS
2;Comercial;29,70;MT
2;Comercial;29,70;PA
17;Comercial;29,70;PB
1;Comercial;29,70;PE
2;Comercial;29,70;PI
14;Comercial;29,70;PR
3;Comercial;29,70;RJ
11;Comercial;29,70;RN
26;Comercial;29,70;RS
5;Comercial;29,70;SC
2;Comercial;29,70;SE
19;Comercial;29,70;SP
2;Comercial;29,70;TO
2;Comercial;297,00;MG
1;Comercial;297,00;MT
1;Comercial;29,75;BA
1;Comercial;29,75;PB
1;Comercial;29,75;PI
1;Comercial;29,75;SP
1;Comercial;29,76;GO
1;Comercial;29,76;PR
1;Comercial;29,76;RO
1;Comercial;2,98;GO
1;Comercial;2,98;MG
1;Comercial;2,98;SC
1;Comercial;29,80;CE
1;Comercial;29,80;PR
1;Comercial;29,80;RS
1;Comercial;29,81;PB
1;Comercial;29,81;PR
1;Comercial;29,82;CE
1;Comercial;29,82;GO
1;Comercial;29,82;MA
1;Comercial;29,82;MG
1;Comercial;29,82;MS
1;Comercial;298,24;GO
1;Comercial;29,88;MG
1;Comercial;29,88;MS
1;Comercial;29,88;MT
1;Comercial;29,88;RS
1;Comercial;29,89;CE
1;Comercial;29,89;PR
1;Comercial;29,90;BA
1;Comercial;29,90;GO
1;Comercial;29,90;MG
2;Comercial;29,90;MT
5;Comercial;29,90;PB
1;Comercial;29,90;PE
1;Comercial;29,90;PR
2;Comercial;29,90;SP
1;Comercial;29,92;CE
2;Comercial;29,92;GO
2;Comercial;29,92;MG
1;Comercial;29,92;MS
3;Comercial;29,92;MT
1;Comercial;29,92;PA
4;Comercial;29,92;PB
2;Comercial;29,92;PE
1;Comercial;29,92;PI
3;Comercial;29,92;PR
1;Comercial;29,92;RJ
3;Comercial;29,92;RN
1;Comercial;29,92;RO
2;Comercial;29,92;RS
2;Comercial;29,92;SC
1;Comercial;29,92;SE
4;Comercial;29,92;SP
1;Comercial;29,92;TO
1;Comercial;29,93;BA
1;Comercial;29,93;CE
1;Comercial;29,93;MS
1;Comercial;29,93;PB
1;Comercial;29,93;PE
2;Comercial;29,93;PR
1;Comercial;29,93;RS
1;Comercial;29,94;PB
3;Comercial;29,96;BA
5;Comercial;29,96;PE
3;Comercial;29,96;RN
1;Comercial;29,97;BA
1;Comercial;29,97;CE
3;Comercial;29,97;GO
3;Comercial;29,97;PB
3;Comercial;29,97;PE
4;Comercial;29,97;PR
2;Comercial;29,97;RS
4;Comercial;29,97;SP
1;Comercial;29,97;TO
1;Comercial;29,98;BA
1;Comercial;29,98;GO
1;Comercial;29,98;MG
1;Comercial;29,98;PA
1;Comercial;29,98;PB
2;Comercial;29,98;PR
3;Comercial;29,98;RS
1;Comercial;29,98;SP
1;Comercial;299,88;PB
3;Comercial;,30;MG
11;Comercial;,30;SP
4;Comercial;3,00;AC
48;Comercial;3,00;AL
10;Comercial;3,00;AM
3;Comercial;3,00;AP
440;Comercial;3,00;BA
214;Comercial;3,00;CE
16;Comercial;3,00;DF
76;Comercial;3,00;ES
176;Comercial;3,00;GO
37;Comercial;3,00;MA
909;Comercial;3,00;MG
113;Comercial;3,00;MS
57;Comercial;3,00;MT
70;Comercial;3,00;PA
72;Comercial;3,00;PB
167;Comercial;3,00;PE
91;Comercial;3,00;PI
551;Comercial;3,00;PR
127;Comercial;3,00;RJ
160;Comercial;3,00;RN
23;Comercial;3,00;RO
2;Comercial;3,00;RR
517;Comercial;3,00;RS
135;Comercial;3,00;SC
36;Comercial;3,00;SE
730;Comercial;3,00;SP
38;Comercial;3,00;TO
1;Comercial;3,00;
23;Comercial;30,00;AC
85;Comercial;30,00;AL
56;Comercial;30,00;AM
9;Comercial;30,00;AP
467;Comercial;30,00;BA
227;Comercial;30,00;CE
49;Comercial;30,00;DF
177;Comercial;30,00;ES
224;Comercial;30,00;GO
122;Comercial;30,00;MA
799;Comercial;30,00;MG
300;Comercial;30,00;MS
483;Comercial;30,00;MT
191;Comercial;30,00;PA
200;Comercial;30,00;PB
171;Comercial;30,00;PE
100;Comercial;30,00;PI
756;Comercial;30,00;PR
226;Comercial;30,00;RJ
226;Comercial;30,00;RN
76;Comercial;30,00;RO
9;Comercial;30,00;RR
770;Comercial;30,00;RS
318;Comercial;30,00;SC
95;Comercial;30,00;SE
1206;Comercial;30,00;SP
95;Comercial;30,00;TO
4;Comercial;30,00;
2;Comercial;300,00;AM
2;Comercial;300,00;BA
9;Comercial;300,00;CE
4;Comercial;300,00;DF
7;Comercial;300,00;GO
3;Comercial;300,00;MA
16;Comercial;300,00;MG
5;Comercial;300,00;MS
14;Comercial;300,00;MT
4;Comercial;300,00;PA
7;Comercial;300,00;PB
3;Comercial;300,00;PE
5;Comercial;300,00;PI
58;Comercial;300,00;PR
4;Comercial;300,00;RJ
3;Comercial;300,00;RN
3;Comercial;300,00;RO
2;Comercial;300,00;RR
12;Comercial;300,00;RS
4;Comercial;300,00;SC
7;Comercial;300,00;SP
1;Comercial;3000,00;DF
2;Comercial;3000,00;MG
1;Comercial;3000,00;MS
1;Comercial;3000,00;RN
1;Comercial;3000,00;SP
1;Comercial;30,01;BA
1;Comercial;30,02;BA
1;Comercial;30,02;GO
1;Comercial;30,02;MG
1;Comercial;30,02;RN
1;Comercial;30,02;SC
2;Comercial;30,03;BA
2;Comercial;30,03;GO
1;Comercial;30,03;MG
1;Comercial;30,03;PE
2;Comercial;30,03;PR
2;Comercial;30,03;RN
1;Comercial;30,03;RS
1;Comercial;30,03;SP
1;Comercial;300,35;DF
1;Comercial;30,06;BA
1;Comercial;30,06;MG
1;Comercial;30,06;RN
1;Comercial;30,08;CE
1;Comercial;30,08;RO
1;Comercial;30,09;AL
1;Comercial;30,09;SE
1;Comercial;3,01;MG
1;Comercial;3,01;PB
1;Comercial;3,01;RS
1;Comercial;30,10;BA
1;Comercial;30,10;RN
3;Comercial;30,15;AC
1;Comercial;30,15;AL
1;Comercial;30,15;AM
3;Comercial;30,15;BA
2;Comercial;30,15;GO
4;Comercial;30,15;MG
2;Comercial;30,15;PB
2;Comercial;30,15;PE
2;Comercial;30,15;PI
3;Comercial;30,15;PR
2;Comercial;30,15;RJ
3;Comercial;30,15;RN
1;Comercial;30,15;RO
4;Comercial;30,15;RS
2;Comercial;30,15;SC
2;Comercial;30,15;SE
1;Comercial;30,15;SP
1;Comercial;3,02;MG
1;Comercial;3,02;SC
1;Comercial;30,20;CE
1;Comercial;30,20;PR
1;Comercial;302,00;DF
1;Comercial;302,00;MG
2;Comercial;30,21;BA
1;Comercial;30,21;PA
1;Comercial;30,21;RN
1;Comercial;30,22;BA
1;Comercial;30,24;BA
1;Comercial;30,24;GO
1;Comercial;30,24;MG
1;Comercial;30,24;PE
2;Comercial;30,24;RN
1;Comercial;30,24;RS
1;Comercial;30,24;SE
1;Comercial;30,24;SP
1;Comercial;30,24;TO
2;Comercial;30,25;BA
1;Comercial;30,25;CE
2;Comercial;30,25;PR
2;Comercial;30,25;RS
2;Comercial;30,25;SP
2;Comercial;30,26;BA
1;Comercial;30,26;MG
1;Comercial;30,26;PE
1;Comercial;30,26;PR
3;Comercial;30,26;RS
1;Comercial;30,26;SP
1;Comercial;3,03;CE
1;Comercial;3,03;MG
1;Comercial;3,03;RJ
1;Comercial;3,03;SE
3;Comercial;30,30;BA
1;Comercial;30,30;MG
1;Comercial;30,30;MT
1;Comercial;30,30;PE
1;Comercial;30,30;PR
1;Comercial;30,30;SP
1;Comercial;30,34;AL
2;Comercial;30,34;SC
3;Comercial;30,36;BA
2;Comercial;30,36;GO
2;Comercial;30,36;PE
1;Comercial;30,36;PI
3;Comercial;30,36;PR
4;Comercial;30,36;RS
1;Comercial;30,36;SC
3;Comercial;30,36;SP
1;Comercial;30,37;MG
1;Comercial;30,38;SE
1;Comercial;3,04;MT
3;Comercial;3,04;SP
1;Comercial;30,40;BA
1;Comercial;30,40;CE
1;Comercial;30,40;DF
1;Comercial;30,40;ES
18;Comercial;30,40;MG
1;Comercial;30,40;MS
9;Comercial;30,40;MT
3;Comercial;30,40;PA
3;Comercial;30,40;PR
1;Comercial;30,40;RJ
1;Comercial;30,40;SE
15;Comercial;30,40;SP
1;Comercial;30,42;MA
2;Comercial;30,42;MT
1;Comercial;30,42;RN
1;Comercial;30,42;RS
1;Comercial;30,45;SP
1;Comercial;30,49;PA
1;Comercial;30,49;RS
1;Comercial;30,50;AM
1;Comercial;30,50;ES
1;Comercial;30,50;PA
2;Comercial;30,50;SP
1;Comercial;30,51;RJ
4;Comercial;30,52;BA
1;Comercial;30,52;CE
