totalempreendimentos;DscClasseConsumo;MdaPotenciaInstaladaKW;SigUF
1;Comercial;3,82;GO
2;Comercial;3,82;MG
2;Comercial;3,82;MS
2;Comercial;3,82;PE
1;Comercial;3,82;PI
8;Comercial;3,82;PR
1;Comercial;3,82;RN
6;Comercial;3,82;SP
1;Comercial;38,20;DF
1;Comercial;38,20;ES
2;Comercial;38,20;MG
3;Comercial;38,20;MS
1;Comercial;38,20;PA
1;Comercial;38,20;PR
1;Comercial;38,20;RS
1;Comercial;38,20;SP
1;Comercial;38,22;MG
1;Comercial;38,22;RS
1;Comercial;38,23;GO
2;Comercial;38,25;BA
1;Comercial;38,25;PB
1;Comercial;38,25;SP
1;Comercial;38,27;MS
2;Comercial;38,28;CE
1;Comercial;38,28;GO
1;Comercial;38,28;PA
2;Comercial;38,28;PE
1;Comercial;38,28;PI
1;Comercial;38,28;RS
1;Comercial;38,28;SP
1;Comercial;3,83;GO
1;Comercial;3,83;PA
1;Comercial;38,30;MG
1;Comercial;38,30;RO
1;Comercial;38,32;SE
1;Comercial;38,34;CE
1;Comercial;38,35;MT
1;Comercial;38,35;SC
1;Comercial;38,38;RS
2;Comercial;3,84;BA
3;Comercial;3,84;MG
1;Comercial;3,84;MT
1;Comercial;3,84;PA
1;Comercial;3,84;PE
2;Comercial;3,84;PI
3;Comercial;3,84;RS
2;Comercial;38,40;AL
1;Comercial;38,40;ES
1;Comercial;38,40;GO
1;Comercial;38,40;MG
1;Comercial;38,40;MS
1;Comercial;38,40;MT
1;Comercial;38,40;PB
1;Comercial;38,40;PE
1;Comercial;38,40;PI
1;Comercial;38,40;PR
2;Comercial;38,40;RJ
3;Comercial;38,40;RS
1;Comercial;38,40;SC
3;Comercial;38,40;SP
3;Comercial;3,85;AL
1;Comercial;3,85;AM
19;Comercial;3,85;BA
2;Comercial;3,85;CE
6;Comercial;3,85;GO
1;Comercial;3,85;MA
16;Comercial;3,85;MG
5;Comercial;3,85;MS
1;Comercial;3,85;MT
4;Comercial;3,85;PE
2;Comercial;3,85;PI
19;Comercial;3,85;PR
2;Comercial;3,85;RJ
5;Comercial;3,85;RN
19;Comercial;3,85;RS
30;Comercial;3,85;SP
1;Comercial;3,85;TO
1;Comercial;38,50;AC
1;Comercial;38,50;AM
2;Comercial;38,50;GO
1;Comercial;38,50;MG
1;Comercial;38,50;PA
1;Comercial;38,50;PE
1;Comercial;38,50;PI
2;Comercial;38,50;PR
2;Comercial;38,50;RJ
6;Comercial;38,50;RS
1;Comercial;38,50;SC
5;Comercial;38,50;SP
1;Comercial;38,50;TO
1;Comercial;38,52;MG
1;Comercial;38,52;PA
1;Comercial;38,52;PR
1;Comercial;38,52;SP
1;Comercial;38,53;GO
1;Comercial;38,53;MA
1;Comercial;38,53;SC
1;Comercial;38,54;BA
1;Comercial;38,54;RS
2;Comercial;38,57;RS
1;Comercial;38,60;MT
1;Comercial;38,61;PE
2;Comercial;38,61;RS
1;Comercial;38,63;MT
1;Comercial;38,64;ES
1;Comercial;38,64;MA
1;Comercial;38,67;MG
1;Comercial;38,67;SP
1;Comercial;38,68;RS
1;Comercial;38,69;RS
1;Comercial;3,87;BA
1;Comercial;3,87;MG
2;Comercial;3,87;MS
1;Comercial;3,87;RN
1;Comercial;38,70;GO
1;Comercial;38,70;MG
1;Comercial;38,70;MS
1;Comercial;38,70;PR
1;Comercial;38,70;RJ
1;Comercial;38,70;RN
4;Comercial;38,70;RS
1;Comercial;38,70;SC
1;Comercial;38,71;SP
1;Comercial;38,72;RS
1;Comercial;38,76;AL
1;Comercial;38,76;MG
2;Comercial;38,76;MT
1;Comercial;38,76;PR
2;Comercial;38,76;SP
5;Comercial;3,88;BA
1;Comercial;3,88;CE
1;Comercial;3,88;ES
1;Comercial;3,88;GO
1;Comercial;3,88;MS
1;Comercial;3,88;PR
1;Comercial;3,88;RN
3;Comercial;3,88;RS
1;Comercial;3,88;SC
1;Comercial;3,88;SP
1;Comercial;38,80;MG
1;Comercial;3880,00;GO
1;Comercial;38,85;PB
1;Comercial;38,85;PI
1;Comercial;38,85;PR
1;Comercial;38,85;RS
1;Comercial;38,85;SP
1;Comercial;3885,00;SP
2;Comercial;38,86;AL
1;Comercial;38,86;ES
1;Comercial;38,86;PE
1;Comercial;38,86;TO
1;Comercial;38,88;ES
1;Comercial;38,88;GO
2;Comercial;38,88;MG
2;Comercial;38,88;MT
1;Comercial;38,88;PB
1;Comercial;38,88;RS
1;Comercial;38,88;SP
1;Comercial;3,89;AL
2;Comercial;3,89;BA
1;Comercial;3,89;GO
1;Comercial;3,89;MS
1;Comercial;3,89;PB
1;Comercial;3,89;PE
1;Comercial;3,89;PI
1;Comercial;3,89;SE
1;Comercial;3,89;SP
1;Comercial;3,89;TO
4;Comercial;38,94;GO
2;Comercial;38,94;MG
1;Comercial;38,94;MT
1;Comercial;38,94;PA
1;Comercial;38,94;PI
4;Comercial;38,94;RS
1;Comercial;38,94;SP
1;Comercial;38,95;MG
1;Comercial;38,95;PR
1;Comercial;,39;BA
3;Comercial;,39;MG
2;Comercial;,39;RN
1;Comercial;,39;SC
1;Comercial;,39;SP
4;Comercial;3,90;BA
1;Comercial;3,90;CE
1;Comercial;3,90;ES
2;Comercial;3,90;GO
1;Comercial;3,90;MA
11;Comercial;3,90;MG
1;Comercial;3,90;MS
1;Comercial;3,90;PA
2;Comercial;3,90;PE
1;Comercial;3,90;PI
6;Comercial;3,90;PR
5;Comercial;3,90;RJ
5;Comercial;3,90;RS
1;Comercial;3,90;SC
7;Comercial;3,90;SP
3;Comercial;39,00;BA
2;Comercial;39,00;CE
1;Comercial;39,00;DF
1;Comercial;39,00;ES
6;Comercial;39,00;GO
4;Comercial;39,00;MG
4;Comercial;39,00;MS
2;Comercial;39,00;MT
1;Comercial;39,00;PE
2;Comercial;39,00;PI
5;Comercial;39,00;PR
4;Comercial;39,00;RJ
3;Comercial;39,00;RN
3;Comercial;39,00;RS
2;Comercial;39,00;SC
7;Comercial;39,00;SP
2;Comercial;390,00;ES
1;Comercial;390,00;MT
1;Comercial;390,00;PI
1;Comercial;39,01;AL
1;Comercial;39,01;BA
1;Comercial;39,04;MG
1;Comercial;39,05;PR
1;Comercial;39,05;RS
1;Comercial;39,05;SP
1;Comercial;39,06;SP
3;Comercial;39,10;MA
1;Comercial;39,10;PR
1;Comercial;39,11;GO
1;Comercial;39,13;MA
1;Comercial;39,15;MS
3;Comercial;39,15;RS
2;Comercial;39,15;SP
1;Comercial;39,16;CE
1;Comercial;39,16;DF
1;Comercial;39,16;MA
1;Comercial;39,16;RJ
1;Comercial;39,16;RS
1;Comercial;39,19;ES
2;Comercial;3,92;BA
1;Comercial;3,92;CE
1;Comercial;3,92;GO
1;Comercial;3,92;MG
1;Comercial;3,92;MS
1;Comercial;3,92;PR
2;Comercial;3,92;SP
1;Comercial;39,20;MG
1;Comercial;39,20;MS
1;Comercial;39,20;RJ
1;Comercial;39,20;SC
1;Comercial;39,22;SP
1;Comercial;39,24;BA
1;Comercial;39,24;MA
1;Comercial;39,24;PE
1;Comercial;39,24;PR
2;Comercial;39,24;RS
1;Comercial;39,24;SP
1;Comercial;39,27;CE
4;Comercial;39,27;RS
1;Comercial;39,27;SP
1;Comercial;39,28;RS
1;Comercial;39,30;BA
1;Comercial;39,30;PI
1;Comercial;393,00;RJ
1;Comercial;39,33;SP
1;Comercial;39,36;BA
1;Comercial;39,36;RS
1;Comercial;39,37;GO
1;Comercial;39,40;CE
1;Comercial;39,40;ES
1;Comercial;39,41;MS
3;Comercial;39,41;SP
1;Comercial;39,42;MG
1;Comercial;39,42;MT
1;Comercial;39,42;RO
2;Comercial;39,42;RS
2;Comercial;39,42;SC
1;Comercial;39,44;ES
1;Comercial;39,44;PB
1;Comercial;39,44;RS
1;Comercial;39,47;SP
1;Comercial;39,48;SE
1;Comercial;3,95;BA
1;Comercial;3,95;CE
1;Comercial;3,95;MG
3;Comercial;3,95;RS
2;Comercial;3,95;SP
1;Comercial;39,50;BA
3;Comercial;39,50;CE
1;Comercial;39,50;DF
1;Comercial;39,50;ES
2;Comercial;39,50;GO
1;Comercial;39,50;MA
3;Comercial;39,50;MG
2;Comercial;39,50;MS
2;Comercial;39,50;MT
3;Comercial;39,50;PE
2;Comercial;39,50;PI
1;Comercial;39,50;PR
14;Comercial;39,50;RS
2;Comercial;39,50;SC
1;Comercial;39,50;SP
1;Comercial;39,51;GO
1;Comercial;39,52;PA
1;Comercial;39,52;PR
1;Comercial;39,53;PI
4;Comercial;39,53;RS
1;Comercial;39,56;MA
1;Comercial;39,56;PR
1;Comercial;39,56;RN
2;Comercial;39,56;SP
1;Comercial;39,59;BA
2;Comercial;39,59;DF
1;Comercial;3,96;AL
7;Comercial;3,96;BA
2;Comercial;3,96;CE
1;Comercial;3,96;DF
3;Comercial;3,96;ES
8;Comercial;3,96;GO
2;Comercial;3,96;MA
16;Comercial;3,96;MG
12;Comercial;3,96;MS
6;Comercial;3,96;MT
2;Comercial;3,96;PA
4;Comercial;3,96;PB
6;Comercial;3,96;PE
10;Comercial;3,96;PR
2;Comercial;3,96;RJ
4;Comercial;3,96;RN
19;Comercial;3,96;RS
5;Comercial;3,96;SC
14;Comercial;3,96;SP
2;Comercial;39,60;AC
2;Comercial;39,60;AL
2;Comercial;39,60;BA
5;Comercial;39,60;CE
6;Comercial;39,60;GO
3;Comercial;39,60;MA
3;Comercial;39,60;MG
1;Comercial;39,60;MS
3;Comercial;39,60;MT
1;Comercial;39,60;PA
3;Comercial;39,60;PB
2;Comercial;39,60;PE
2;Comercial;39,60;PI
11;Comercial;39,60;PR
4;Comercial;39,60;RJ
3;Comercial;39,60;RN
2;Comercial;39,60;RO
18;Comercial;39,60;RS
4;Comercial;39,60;SC
1;Comercial;39,60;SE
12;Comercial;39,60;SP
2;Comercial;39,60;TO
1;Comercial;396,00;DF
1;Comercial;396,00;SC
2;Comercial;396,00;SP
1;Comercial;39,61;MA
1;Comercial;39,61;PE
1;Comercial;39,65;RS
1;Comercial;39,68;RN
1;Comercial;39,69;PE
1;Comercial;39,69;PI
1;Comercial;39,69;RN
1;Comercial;3,97;SP
1;Comercial;39,70;PE
1;Comercial;39,75;PR
1;Comercial;39,75;RJ
1;Comercial;39,75;RS
1;Comercial;39,75;
1;Comercial;397,50;RJ
1;Comercial;39,76;PE
1;Comercial;39,76;TO
1;Comercial;39,77;CE
1;Comercial;39,77;SP
2;Comercial;39,78;BA
1;Comercial;39,78;CE
1;Comercial;39,78;RN
1;Comercial;39,78;RS
1;Comercial;39,78;SC
1;Comercial;39,78;SP
1;Comercial;39,79;PR
1;Comercial;3,98;SP
1;Comercial;39,80;RN
1;Comercial;39,80;SP
1;Comercial;39,84;CE
1;Comercial;39,84;GO
1;Comercial;39,87;PI
1;Comercial;39,87;RS
1;Comercial;3,99;AM
1;Comercial;3,99;BA
1;Comercial;3,99;MG
1;Comercial;3,99;PB
1;Comercial;3,99;PR
2;Comercial;3,99;SP
1;Comercial;39,90;AC
2;Comercial;39,90;AL
1;Comercial;39,90;DF
1;Comercial;39,90;ES
1;Comercial;39,90;GO
1;Comercial;39,90;MA
1;Comercial;39,90;RS
1;Comercial;39,90;SE
1;Comercial;39,93;RS
1;Comercial;39,93;SE
1;Comercial;39,93;TO
1;Comercial;39,96;AM
1;Comercial;39,96;BA
1;Comercial;39,96;MS
2;Comercial;39,96;PA
1;Comercial;39,96;PE
1;Comercial;39,96;PR
1;Comercial;39,96;RS
2;Comercial;39,96;TO
1;Comercial;39,97;RN
1;Comercial;39,98;RN
1;Comercial;39,99;RN
2;Comercial;,40;AM
3;Comercial;,40;BA
6;Comercial;,40;MG
2;Comercial;,40;PE
1;Comercial;,40;RN
2;Comercial;,40;SE
13;Comercial;,40;SP
1;Comercial;,40;TO
1;Comercial;4,00;AC
31;Comercial;4,00;AL
1;Comercial;4,00;AP
281;Comercial;4,00;BA
128;Comercial;4,00;CE
12;Comercial;4,00;DF
34;Comercial;4,00;ES
87;Comercial;4,00;GO
20;Comercial;4,00;MA
609;Comercial;4,00;MG
76;Comercial;4,00;MS
60;Comercial;4,00;MT
38;Comercial;4,00;PA
63;Comercial;4,00;PB
111;Comercial;4,00;PE
47;Comercial;4,00;PI
373;Comercial;4,00;PR
78;Comercial;4,00;RJ
87;Comercial;4,00;RN
9;Comercial;4,00;RO
350;Comercial;4,00;RS
93;Comercial;4,00;SC
22;Comercial;4,00;SE
510;Comercial;4,00;SP
20;Comercial;4,00;TO
12;Comercial;40,00;AC
66;Comercial;40,00;AL
30;Comercial;40,00;AM
9;Comercial;40,00;AP
225;Comercial;40,00;BA
144;Comercial;40,00;CE
55;Comercial;40,00;DF
83;Comercial;40,00;ES
223;Comercial;40,00;GO
65;Comercial;40,00;MA
466;Comercial;40,00;MG
114;Comercial;40,00;MS
187;Comercial;40,00;MT
106;Comercial;40,00;PA
59;Comercial;40,00;PB
108;Comercial;40,00;PE
49;Comercial;40,00;PI
327;Comercial;40,00;PR
138;Comercial;40,00;RJ
80;Comercial;40,00;RN
40;Comercial;40,00;RO
4;Comercial;40,00;RR
453;Comercial;40,00;RS
158;Comercial;40,00;SC
30;Comercial;40,00;SE
473;Comercial;40,00;SP
74;Comercial;40,00;TO
2;Comercial;400,00;AL
2;Comercial;400,00;BA
2;Comercial;400,00;CE
2;Comercial;400,00;DF
1;Comercial;400,00;GO
2;Comercial;400,00;MA
2;Comercial;400,00;MG
1;Comercial;400,00;PA
1;Comercial;400,00;PE
1;Comercial;400,00;PI
1;Comercial;400,00;PR
4;Comercial;400,00;RS
2;Comercial;400,00;SC
1;Comercial;400,00;TO
1;Comercial;4000,00;MS
4;Comercial;4000,00;SP
1;Comercial;40,01;RJ
1;Comercial;40,02;MA
1;Comercial;40,02;PI
1;Comercial;40,02;RS
1;Comercial;40,05;AL
1;Comercial;40,05;MT
1;Comercial;40,05;PR
1;Comercial;40,05;RN
1;Comercial;40,09;RS
1;Comercial;400,95;DF
3;Comercial;4,01;BA
2;Comercial;4,01;MG
1;Comercial;4,01;PB
1;Comercial;4,01;RS
2;Comercial;4,01;SP
1;Comercial;40,10;GO
1;Comercial;40,10;MG
1;Comercial;40,10;PR
1;Comercial;40,10;RJ
2;Comercial;40,12;BA
1;Comercial;40,12;CE
2;Comercial;40,12;PE
2;Comercial;40,12;PR
1;Comercial;40,12;RS
1;Comercial;40,15;GO
1;Comercial;40,15;MG
1;Comercial;40,15;MS
1;Comercial;40,15;SP
1;Comercial;40,15;TO
1;Comercial;40,18;CE
14;Comercial;4,02;BA
4;Comercial;4,02;CE
1;Comercial;4,02;ES
4;Comercial;4,02;GO
28;Comercial;4,02;MG
4;Comercial;4,02;MS
1;Comercial;4,02;MT
5;Comercial;4,02;PA
3;Comercial;4,02;PE
2;Comercial;4,02;PI
7;Comercial;4,02;PR
4;Comercial;4,02;RJ
5;Comercial;4,02;RN
1;Comercial;4,02;RO
13;Comercial;4,02;RS
1;Comercial;4,02;SC
1;Comercial;4,02;SE
11;Comercial;4,02;SP
2;Comercial;4,02;TO
2;Comercial;40,20;AC
1;Comercial;40,20;AL
1;Comercial;40,20;AM
2;Comercial;40,20;BA
4;Comercial;40,20;CE
1;Comercial;40,20;ES
11;Comercial;40,20;GO
2;Comercial;40,20;MA
10;Comercial;40,20;MG
2;Comercial;40,20;MT
3;Comercial;40,20;PA
2;Comercial;40,20;PE
6;Comercial;40,20;PI
1;Comercial;40,20;PR
1;Comercial;40,20;RN
18;Comercial;40,20;RS
4;Comercial;40,20;SC
1;Comercial;40,20;SE
7;Comercial;40,20;SP
1;Comercial;40,20;TO
1;Comercial;40,24;MG
3;Comercial;40,26;PR
1;Comercial;40,26;RN
1;Comercial;40,26;RS
1;Comercial;40,28;AC
1;Comercial;40,28;AL
1;Comercial;40,28;BA
1;Comercial;40,28;GO
1;Comercial;40,28;PB
1;Comercial;40,28;PE
2;Comercial;40,28;RN
1;Comercial;40,29;AL
1;Comercial;40,29;MT
1;Comercial;4,03;PR
1;Comercial;4,03;SP
1;Comercial;40,30;MG
2;Comercial;40,30;MT
1;Comercial;40,30;RS
1;Comercial;40,30;SC
1;Comercial;40,30;SP
1;Comercial;40,32;CE
1;Comercial;40,32;MT
1;Comercial;40,32;PA
1;Comercial;40,32;RS
1;Comercial;40,33;CE
1;Comercial;40,33;PE
1;Comercial;40,33;PI
1;Comercial;40,33;PR
2;Comercial;40,33;RS
1;Comercial;40,36;GO
2;Comercial;4,04;BA
2;Comercial;4,04;MG
1;Comercial;4,04;MS
1;Comercial;4,04;MT
1;Comercial;4,04;PR
1;Comercial;4,04;RO
6;Comercial;4,04;RS
2;Comercial;4,04;SP
1;Comercial;40,40;ES
3;Comercial;40,40;MA
1;Comercial;40,40;MG
1;Comercial;40,40;RS
1;Comercial;40,47;RJ
2;Comercial;40,48;BA
1;Comercial;40,48;CE
1;Comercial;40,48;DF
1;Comercial;40,48;ES
2;Comercial;40,48;GO
1;Comercial;40,48;PA
1;Comercial;40,48;RO
1;Comercial;40,48;SP
2;Comercial;4,05;AL
1;Comercial;4,05;AM
13;Comercial;4,05;BA
2;Comercial;4,05;CE
2;Comercial;4,05;ES
7;Comercial;4,05;GO
19;Comercial;4,05;MG
9;Comercial;4,05;MS
1;Comercial;4,05;MT
1;Comercial;4,05;PA
2;Comercial;4,05;PB
2;Comercial;4,05;PE
3;Comercial;4,05;PI
17;Comercial;4,05;PR
2;Comercial;4,05;RJ
4;Comercial;4,05;RN
18;Comercial;4,05;RS
1;Comercial;4,05;SC
1;Comercial;4,05;SE
18;Comercial;4,05;SP
1;Comercial;4,05;TO
1;Comercial;40,50;AL
1;Comercial;40,50;AM
2;Comercial;40,50;BA
3;Comercial;40,50;CE
7;Comercial;40,50;GO
1;Comercial;40,50;MA
1;Comercial;40,50;MG
3;Comercial;40,50;MS
7;Comercial;40,50;MT
2;Comercial;40,50;PE
1;Comercial;40,50;RJ
4;Comercial;40,50;RN
6;Comercial;40,50;RS
1;Comercial;40,50;SC
9;Comercial;40,50;SP
1;Comercial;40,50;TO
1;Comercial;405,00;BA
1;Comercial;405,00;PE
1;Comercial;405,00;SP
1;Comercial;405,00;TO
1;Comercial;40,51;SP
1;Comercial;40,52;SP
1;Comercial;40,54;PB
1;Comercial;40,56;BA
1;Comercial;40,56;SP
1;Comercial;40,56;TO
1;Comercial;40,59;GO
1;Comercial;40,59;PR
1;Comercial;4,06;MT
1;Comercial;4,06;SP
1;Comercial;40,60;PA
1;Comercial;40,60;RJ
2;Comercial;40,60;RS
1;Comercial;406,00;GO
1;Comercial;40,64;AL
1;Comercial;40,66;GO
1;Comercial;40,66;RS
2;Comercial;4,07;BA
2;Comercial;4,07;CE
1;Comercial;4,07;PA
1;Comercial;4,07;PE
1;Comercial;4,07;PI
1;Comercial;4,07;PR
2;Comercial;40,70;MT
1;Comercial;40,70;PR
1;Comercial;40,70;RO
1;Comercial;40,70;RS
1;Comercial;40,74;PE
1;Comercial;40,76;PA
1;Comercial;40,77;PB
1;Comercial;4,08;AL
16;Comercial;4,08;BA
5;Comercial;4,08;CE
1;Comercial;4,08;ES
2;Comercial;4,08;GO
29;Comercial;4,08;MG
4;Comercial;4,08;MS
5;Comercial;4,08;MT
2;Comercial;4,08;PB
3;Comercial;4,08;PE
17;Comercial;4,08;PR
1;Comercial;4,08;RN
23;Comercial;4,08;RS
5;Comercial;4,08;SC
1;Comercial;4,08;SE
31;Comercial;4,08;SP
1;Comercial;40,80;CE
1;Comercial;40,80;MA
1;Comercial;40,80;MT
2;Comercial;40,80;PA
1;Comercial;40,80;PB
2;Comercial;40,80;PR
1;Comercial;40,80;RJ
1;Comercial;40,80;RN
5;Comercial;40,80;RS
1;Comercial;40,80;SC
1;Comercial;40,80;SE
2;Comercial;40,80;SP
1;Comercial;40,87;AM
1;Comercial;40,87;ES
1;Comercial;40,88;AC
1;Comercial;40,88;BA
1;Comercial;40,88;MA
1;Comercial;40,88;PE
1;Comercial;40,88;PR
1;Comercial;40,88;RS
1;Comercial;4,09;BA
1;Comercial;4,09;GO
3;Comercial;4,09;MG
1;Comercial;4,09;RS
1;Comercial;4,09;SC
2;Comercial;4,09;SP
1;Comercial;40,92;MS
1;Comercial;40,92;RS
1;Comercial;40,92;TO
1;Comercial;40,94;RS
1;Comercial;40,95;BA
1;Comercial;40,95;GO
1;Comercial;40,95;PA
1;Comercial;40,95;PE
1;Comercial;40,95;RN
3;Comercial;40,95;RS
1;Comercial;40,99;DF
2;Comercial;,41;BA
3;Comercial;,41;MG
3;Comercial;,41;PE
2;Comercial;,41;SC
2;Comercial;4,10;AL
5;Comercial;4,10;BA
1;Comercial;4,10;DF
2;Comercial;4,10;GO
10;Comercial;4,10;MG
3;Comercial;4,10;MS
1;Comercial;4,10;MT
1;Comercial;4,10;PB
3;Comercial;4,10;PE
4;Comercial;4,10;PI
5;Comercial;4,10;PR
1;Comercial;4,10;RJ
5;Comercial;4,10;RN
8;Comercial;4,10;RS
2;Comercial;4,10;SC
9;Comercial;4,10;SP
1;Comercial;41,00;AC
3;Comercial;41,00;CE
1;Comercial;41,00;DF
3;Comercial;41,00;ES
3;Comercial;41,00;GO
7;Comercial;41,00;MG
4;Comercial;41,00;MS
8;Comercial;41,00;MT
1;Comercial;41,00;PA
1;Comercial;41,00;PB
2;Comercial;41,00;PE
1;Comercial;41,00;PI
3;Comercial;41,00;PR
4;Comercial;41,00;RJ
4;Comercial;41,00;RS
3;Comercial;41,00;SC
3;Comercial;41,00;SE
4;Comercial;41,00;SP
1;Comercial;41,00;TO
1;Comercial;41,04;ES
1;Comercial;41,04;PR
1;Comercial;41,04;RO
2;Comercial;41,04;RS
1;Comercial;41,04;SP
2;Comercial;41,07;MT
1;Comercial;41,07;SP
1;Comercial;41,14;MG
1;Comercial;41,14;PE
1;Comercial;41,18;BA
1;Comercial;4,12;MG
1;Comercial;4,12;MS
1;Comercial;4,12;PI
2;Comercial;4,12;PR
1;Comercial;41,20;MA
1;Comercial;41,20;PR
1;Comercial;41,20;SP
1;Comercial;412,00;PR
1;Comercial;41,23;DF
1;Comercial;41,23;MG
1;Comercial;41,23;PA
1;Comercial;41,23;PR
1;Comercial;41,25;BA
1;Comercial;41,25;MA
1;Comercial;41,25;MG
1;Comercial;41,25;MT
1;Comercial;41,25;PI
1;Comercial;41,25;PR
1;Comercial;41,25;RS
1;Comercial;41,25;SP
2;Comercial;41,29;CE
2;Comercial;4,13;BA
1;Comercial;4,13;CE
1;Comercial;4,13;MS
3;Comercial;4,13;MT
1;Comercial;4,13;PA
1;Comercial;4,13;PB
2;Comercial;4,13;PR
1;Comercial;4,13;RJ
2;Comercial;4,13;RN
1;Comercial;41,30;GO
1;Comercial;41,30;MS
1;Comercial;41,30;MT
1;Comercial;41,30;PR
1;Comercial;41,30;RS
2;Comercial;41,31;RS
1;Comercial;41,31;SP
1;Comercial;41,34;BA
1;Comercial;41,34;GO
1;Comercial;41,34;MG
1;Comercial;41,34;RR
1;Comercial;41,34;RS
1;Comercial;41,34;SC
1;Comercial;41,36;AL
2;Comercial;41,36;PB
1;Comercial;41,36;PR
1;Comercial;41,36;RN
1;Comercial;4,14;AL
5;Comercial;4,14;BA
1;Comercial;4,14;CE
4;Comercial;4,14;GO
7;Comercial;4,14;MG
5;Comercial;4,14;MS
3;Comercial;4,14;MT
3;Comercial;4,14;PA
1;Comercial;4,14;PB
3;Comercial;4,14;PE
7;Comercial;4,14;PR
1;Comercial;4,14;RJ
7;Comercial;4,14;RN
10;Comercial;4,14;RS
3;Comercial;4,14;SC
1;Comercial;4,14;SE
9;Comercial;4,14;SP
1;Comercial;41,40;BA
3;Comercial;41,40;CE
1;Comercial;41,40;ES
2;Comercial;41,40;MA
1;Comercial;41,40;MG
1;Comercial;41,40;MS
2;Comercial;41,40;PA
1;Comercial;41,40;PI
2;Comercial;41,40;PR
1;Comercial;41,40;RJ
1;Comercial;41,40;RN
3;Comercial;41,40;RS
1;Comercial;41,40;SE
1;Comercial;41,40;SP
1;Comercial;41,40;TO
1;Comercial;41,41;SP
1;Comercial;41,42;AL
1;Comercial;41,42;PR
1;Comercial;41,48;MG
2;Comercial;41,48;PR
3;Comercial;4,15;AL
2;Comercial;4,15;BA
3;Comercial;4,15;GO
2;Comercial;4,15;MG
2;Comercial;4,15;PE
3;Comercial;4,15;PI
1;Comercial;4,15;RJ
2;Comercial;4,15;RS
2;Comercial;4,15;TO
1;Comercial;41,50;CE
1;Comercial;41,50;ES
1;Comercial;41,50;PR
1;Comercial;41,58;BA
1;Comercial;41,58;ES
1;Comercial;41,58;MA
1;Comercial;41,58;PA
1;Comercial;41,58;RS
1;Comercial;41,58;SC
2;Comercial;41,58;TO
2;Comercial;4,16;CE
1;Comercial;4,16;GO
1;Comercial;4,16;MA
4;Comercial;4,16;MG
1;Comercial;4,16;PR
4;Comercial;4,16;RJ
1;Comercial;4,16;RN
2;Comercial;4,16;RS
1;Comercial;4,16;SC
1;Comercial;4,16;SP
1;Comercial;41,60;BA
2;Comercial;41,60;ES
1;Comercial;41,60;MT
1;Comercial;41,60;RJ
2;Comercial;41,60;RO
1;Comercial;41,60;SC
1;Comercial;41,60;SP
1;Comercial;41,60;TO
1;Comercial;41,61;MS
1;Comercial;41,62;PR
1;Comercial;41,63;GO
1;Comercial;41,70;PR
1;Comercial;41,71;CE
1;Comercial;41,72;MA
1;Comercial;41,72;RN
1;Comercial;41,73;GO
1;Comercial;41,73;RS
1;Comercial;41,76;GO
1;Comercial;4,18;MG
1;Comercial;4,18;SP
3;Comercial;41,80;BA
1;Comercial;41,80;ES
1;Comercial;41,80;GO
1;Comercial;41,80;MA
2;Comercial;41,80;MS
1;Comercial;41,80;MT
1;Comercial;41,80;PA
1;Comercial;41,80;PI
2;Comercial;41,80;PR
2;Comercial;41,80;RS
2;Comercial;41,80;SP
1;Comercial;41,82;AL
2;Comercial;41,82;BA
1;Comercial;41,82;RJ
1;Comercial;41,85;BA
1;Comercial;41,85;MS
1;Comercial;41,85;PE
1;Comercial;41,88;RN
1;Comercial;41,89;CE
1;Comercial;41,89;MG
2;Comercial;4,19;CE
1;Comercial;4,19;MS
1;Comercial;4,19;PI
1;Comercial;4,19;RJ
1;Comercial;41,92;DF
1;Comercial;41,92;GO
1;Comercial;41,92;TO
1;Comercial;41,96;CE
1;Comercial;41,96;PR
2;Comercial;4,20;AL
13;Comercial;4,20;BA
15;Comercial;4,20;CE
1;Comercial;4,20;ES
1;Comercial;4,20;MA
24;Comercial;4,20;MG
3;Comercial;4,20;MS
3;Comercial;4,20;PA
4;Comercial;4,20;PB
6;Comercial;4,20;PE
2;Comercial;4,20;PI
9;Comercial;4,20;PR
6;Comercial;4,20;RJ
12;Comercial;4,20;RN
16;Comercial;4,20;RS
4;Comercial;4,20;SC
1;Comercial;4,20;SE
20;Comercial;4,20;SP
1;Comercial;4,20;TO
2;Comercial;42,00;AC
3;Comercial;42,00;AL
14;Comercial;42,00;BA
6;Comercial;42,00;CE
4;Comercial;42,00;ES
17;Comercial;42,00;GO
4;Comercial;42,00;MA
18;Comercial;42,00;MG
9;Comercial;42,00;MS
10;Comercial;42,00;MT
4;Comercial;42,00;PA
2;Comercial;42,00;PB
3;Comercial;42,00;PE
4;Comercial;42,00;PI
10;Comercial;42,00;PR
6;Comercial;42,00;RJ
1;Comercial;42,00;RN
3;Comercial;42,00;RO
15;Comercial;42,00;RS
8;Comercial;42,00;SC
6;Comercial;42,00;SE
31;Comercial;42,00;SP
1;Comercial;42,00;TO
1;Comercial;420,00;MA
3;Comercial;420,00;MG
1;Comercial;420,00;PI
2;Comercial;420,00;PR
1;Comercial;420,00;RJ
2;Comercial;420,00;RS
2;Comercial;420,00;SP
1;Comercial;420,00;TO
